,location,total_sqft,bath,price,bhk
2878,Jakkur,1374.0,3.0,68.0,3
2879,6th Phase JP Nagar,1140.0,2.0,65.0,2
2880,Green Glen Layout,1725.0,3.0,130.0,3
2881,Bisuvanahalli,1075.0,2.0,50.0,3
2882,Kannamangala,1574.0,3.0,93.34,3
2883,Sanjay nagar,965.0,1.0,32.0,1
2884,Marathahalli,1550.0,3.0,83.0,3
2885,Other,1205.0,2.0,60.0,2
2886,Kambipura,1082.0,2.0,55.0,3
2887,Uttarahalli,1215.0,2.0,52.85,3
2888,Ardendale,3198.0,4.0,250.0,4
2889,Kanakpura Road,1452.0,3.0,60.98,3
2890,Electronic City Phase II,1329.0,2.0,41.0,3
2891,Other,1125.0,2.0,44.0,2
2892,Other,1200.0,2.0,70.0,2
2893,Sarjapur  Road,1350.0,3.0,39.97,3
2894,Uttarahalli,1312.5,3.0,51.19,3
2895,Hebbal,2600.0,3.0,195.0,3
2896,Pai Layout,1255.0,2.0,80.0,2
2897,Somasundara Palya,1329.0,2.0,70.0,2
2898,Chandapura,1200.0,2.0,60.0,2
2899,Murugeshpalya,2135.0,3.0,160.0,3
2900,Other,813.0,1.0,39.0,1
2901,Other,3884.0,4.0,240.0,4
2902,Doddaballapur,3876.0,3.0,300.0,3
2903,Kalena Agrahara,800.0,2.0,30.0,2
2904,Hormavu,1500.0,3.0,70.0,3
2905,Bannerghatta Road,1880.0,3.0,95.0,3
2906,Electronic City,1440.0,2.0,55.0,3
2907,Akshaya Nagar,1575.0,3.0,90.0,3
2908,Other,1630.0,2.0,97.78,3
2909,Yelahanka,1180.0,3.0,55.0,3
2910,Other,1090.0,2.0,36.0,2
2911,NGR Layout,1020.0,2.0,48.45,2
2912,Other,2425.0,4.0,173.0,4
2913,Varthur,1097.0,2.0,33.82,2
2914,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
2915,Kumaraswami Layout,1000.0,2.0,58.0,2
2916,Other,1150.0,2.0,56.0,2
2917,Other,1141.0,2.0,49.0,2
2918,Jigani,937.0,2.0,44.0,2
2919,Green Glen Layout,1075.0,2.0,60.0,2
2920,Panathur,1000.0,2.0,65.3,2
2921,Kasavanhalli,1450.0,3.0,77.41,3
2922,Other,936.0,2.0,43.0,2
2923,Other,1280.0,2.0,75.0,2
2924,Babusapalaya,1050.0,2.0,45.0,2
2925,Marathahalli,1350.0,2.0,86.0,2
2926,Mallasandra,1325.0,2.0,70.0,2
2927,Devanahalli,1174.0,2.0,59.0,2
2928,Other,500.0,1.0,24.0,1
2929,Gottigere,1304.0,3.0,80.0,3
2930,Yelahanka,1653.0,3.0,120.0,3
2931,Bisuvanahalli,1075.0,2.0,52.0,3
2932,Other,1100.0,2.0,50.0,2
2933,Billekahalli,1140.0,2.0,50.0,2
2934,Kudlu Gate,1532.0,3.0,83.0,3
2935,Padmanabhanagar,1531.0,2.0,75.0,3
2936,Poorna Pragna Layout,1270.0,2.0,50.79,3
2937,Uttarahalli,1325.0,2.0,53.0,2
2938,Electronic City,1156.0,2.0,44.0,3
2939,Bannerghatta Road,1260.0,2.0,70.0,2
2940,Vittasandra,1934.0,2.0,90.0,2
2941,Malleshpalya,1060.0,2.0,40.0,2
2942,Kasavanhalli,1476.0,3.0,95.0,3
2943,Murugeshpalya,1185.0,2.0,85.0,2
2944,Other,1265.0,2.0,82.0,3
2945,Other,1196.0,2.0,56.81,2
2946,EPIP Zone,1280.0,2.0,69.0,2
2947,Hulimavu,1175.0,2.0,45.0,2
2948,Other,1850.0,3.0,98.0,3
2949,Whitefield,1195.0,2.0,70.0,2
2950,Hosur Road,1180.0,2.0,36.5,2
2951,Jakkur,1050.0,2.0,49.87,2
2952,Other,2360.0,4.0,150.0,4
2953,Other,1030.0,2.0,77.25,2
2954,Other,1512.0,1.0,65.01,2
2955,Subramanyapura,929.0,2.0,48.0,2
2956,Jigani,1252.0,3.0,61.0,3
2957,Green Glen Layout,1485.0,3.0,115.0,3
2958,Electronics City Phase 1,1124.0,2.0,55.0,3
2959,Hennur Road,1482.0,2.0,97.0,3
2960,Prithvi Layout,1352.0,2.0,75.0,2
2961,Electronic City,1152.0,2.0,65.0,2
2962,Other,1575.0,3.0,93.0,3
2963,Other,1300.0,2.0,70.0,3
2964,Marathahalli,957.0,2.0,47.0,2
2965,Hoskote,1740.0,3.0,60.0,3
2966,Neeladri Nagar,1060.0,2.0,35.0,2
2967,Other,975.0,2.0,50.0,2
2968,Ramamurthy Nagar,1150.0,2.0,51.0,2
2969,Whitefield,1738.0,2.0,79.0,3
2970,Bommanahalli,1250.0,3.0,55.0,3
2971,Bannerghatta Road,1788.0,3.0,90.0,3
2972,Kanakapura,1151.0,2.0,59.0,2
2973,Uttarahalli,1300.0,2.0,60.0,3
2974,Garudachar Palya,1150.0,2.0,52.8,2
2975,Other,1380.0,2.0,75.0,2
2976,Hebbal,1645.0,3.0,117.0,3
2977,Babusapalaya,1141.0,2.0,45.9,2
2978,7th Phase JP Nagar,1175.0,2.0,82.5,2
2979,Banashankari Stage V,1355.0,2.0,61.0,3
2980,Dasarahalli,1150.0,2.0,70.0,2
2981,Other,1000.0,2.0,45.0,2
2982,Balagere,1007.0,2.0,65.0,2
2983,Kothanur,1436.0,3.0,70.0,3
2984,Marathahalli,4000.0,4.0,220.0,4
2985,Somasundara Palya,2372.0,3.0,140.0,3
2986,Rayasandra,1016.0,2.0,58.0,2
2987,Dodda Nekkundi,1100.0,2.0,48.0,2
2988,Other,1080.0,2.0,45.0,2
2989,Electronic City,1070.0,2.0,60.0,2
2990,Kadubeesanahalli,1532.0,3.0,115.0,3
2991,Hennur,1040.0,2.0,42.12,2
2992,Tumkur Road,1137.5,2.0,48.905,2
2993,Thanisandra,1430.0,2.0,51.6,3
2994,Other,1827.0,3.0,100.0,3
2995,HRBR Layout,1210.0,2.0,75.0,2
2996,Other,1500.0,3.0,95.0,3
2997,Rachenahalli,1050.0,2.0,53.5,2
2998,Hebbal,1251.0,2.0,88.73,2
2999,HSR Layout,1600.0,2.0,115.0,3
3000,Electronic City,1128.0,2.0,65.5,2
3001,Budigere,1820.0,3.0,93.0,3
3002,Raja Rajeshwari Nagar,1510.0,2.0,59.0,3
3003,Hoodi,1925.0,2.0,114.0,3
3004,Kumaraswami Layout,1000.0,2.0,36.0,2
3005,Sahakara Nagar,960.0,2.0,56.0,2
3006,Other,1180.0,2.0,63.0,2
3007,Lakshminarayana Pura,1200.0,2.0,75.0,2
3008,Bisuvanahalli,1180.0,2.0,46.0,3
3009,Other,1300.0,3.0,47.0,3
3010,Bannerghatta Road,1157.0,2.0,40.0,2
3011,Kanakpura Road,1300.0,3.0,69.0,3
3012,Banashankari Stage III,1305.0,2.0,59.0,3
3013,Jakkur,1290.0,2.0,80.0,2
3014,Hoskote,1170.0,2.0,45.0,2
3015,Yelachenahalli,1400.0,2.0,78.0,2
3016,Lakshminarayana Pura,1200.0,2.0,75.0,2
3017,Other,1155.0,2.0,60.0,3
3018,Hormavu,1725.0,3.0,85.0,3
3019,Kanakpura Road,700.0,2.0,40.0,2
3020,Hoodi,1112.0,2.0,88.0,2
3021,Somasundara Palya,1178.0,2.0,78.0,2
3022,Badavala Nagar,1274.0,2.0,81.0,2
3023,Doddathoguru,915.0,2.0,32.0,2
3024,Other,1540.0,3.0,68.0,3
3025,Other,1206.0,2.0,38.5,2
3026,Other,1645.0,3.0,95.0,3
3027,Nehru Nagar,2342.0,3.0,115.0,4
3028,Other,1200.0,2.0,55.0,3
3029,Yelenahalli,1056.0,2.0,33.0,2
3030,Kanakpura Road,1450.0,3.0,54.3,3
3031,Other,1161.0,2.0,36.69,2
3032,Other,1097.0,2.0,65.0,2
3033,Uttarahalli,850.0,2.0,35.0,2
3034,Green Glen Layout,1715.0,3.0,115.0,3
3035,Electronic City,1200.0,2.0,59.0,2
3036,8th Phase JP Nagar,1080.0,2.0,38.0,2
3037,Kasavanhalli,1200.0,2.0,50.3,2
3038,Banashankari,1400.0,2.0,78.0,3
3039,Kanakpura Road,458.0,1.0,19.695,1
3040,Marathahalli,1230.0,2.0,57.0,2
3041,Kalyan nagar,1640.0,3.0,88.0,3
3042,Banashankari,1700.0,3.0,125.0,3
3043,Bommasandra,1478.0,2.0,44.0,3
3044,Banashankari,1020.0,2.0,40.79,2
3045,Yelahanka,1275.0,2.0,95.0,3
3046,Kanakapura,1110.0,2.0,38.85,2
3047,Uttarahalli,1627.86,3.0,88.0,3
3048,Other,620.0,2.0,22.0,2
3049,Hosa Road,1133.0,2.0,52.0,2
3050,Hennur Road,1182.0,2.0,82.5,2
3051,Tumkur Road,1500.0,3.0,100.0,3
3052,Marathahalli,1200.0,2.0,58.0,2
3053,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
3054,Amruthahalli,1100.0,2.0,45.0,2
3055,Kengeri Satellite Town,635.0,1.0,22.0,2
3056,Ardendale,2062.0,3.0,140.0,4
3057,Old Madras Road,1171.0,2.0,75.0,2
3058,Sarjapur,2020.0,3.0,85.0,3
3059,8th Phase JP Nagar,1059.0,2.0,34.5,2
3060,Panathur,1315.0,2.0,59.1,3
3061,Jakkur,1760.0,3.0,110.0,3
3062,Hennur Road,1192.0,2.0,62.0,3
3063,Hebbal,1645.0,3.0,121.0,3
3064,Whitefield,1250.0,2.0,72.0,2
3065,Whitefield,709.0,1.0,34.385,1
3066,Whitefield,1340.0,2.0,77.0,2
3067,Hosa Road,1369.1,2.0,104.0,2
3068,Other,1355.0,2.0,75.0,2
3069,Bannerghatta Road,1150.0,2.0,65.0,2
3070,Kanakapura,1938.0,3.0,113.0,3
3071,Begur Road,2462.0,4.0,124.0,4
3072,Budigere,1636.0,3.0,85.0,3
3073,Akshaya Nagar,1430.0,2.0,75.0,3
3074,Other,2000.0,3.0,85.0,3
3075,Electronic City Phase II,993.0,2.0,50.0,3
3076,Kanakpura Road,1700.0,3.0,88.0,3
3077,Yelahanka,1270.0,2.0,78.0,2
3078,Marathahalli,1650.0,3.0,86.45,3
3079,Panathur,1109.0,2.0,63.0,2
3080,Other,1280.0,2.0,49.75,2
3081,Sarjapur,2885.0,3.0,185.0,4
3082,Kothanur,1462.0,3.0,71.0,3
3083,Marathahalli,607.0,1.0,35.0,1
3084,JP Nagar,3000.0,4.0,140.0,4
3085,Electronic City Phase II,1418.0,3.0,52.47,3
3086,Other,4200.0,1.0,160.0,2
3087,EPIP Zone,1125.0,2.0,65.0,2
3088,CV Raman Nagar,1825.0,3.0,126.0,3
3089,Whitefield,1320.0,2.0,79.5,2
3090,JP Nagar,3000.0,4.0,140.0,4
3091,Whitefield,750.0,2.0,52.7,2
3092,Yelahanka,1400.0,2.0,80.54,3
3093,Rajaji Nagar,5000.0,4.0,375.0,4
3094,Mahadevpura,3295.0,4.0,260.0,5
3095,Whitefield,1200.0,3.0,61.96,3
3096,Poorna Pragna Layout,965.0,2.0,48.0,2
3097,Gottigere,812.0,1.0,26.0,1
3098,KR Puram,1100.0,2.0,43.0,2
3099,Whitefield,1180.0,2.0,41.0,2
3100,HSR Layout,1145.0,2.0,48.0,2
3101,Haralur Road,1027.0,2.0,44.0,2
3102,Other,1215.0,2.0,49.85,2
3103,Hegde Nagar,1200.0,2.0,75.0,2
3104,Kenchenahalli,1015.0,2.0,58.0,2
3105,Kaggalipura,2400.0,3.0,165.0,3
3106,Other,1076.0,2.0,52.0,2
3107,Hebbal Kempapura,1300.0,2.0,102.0,2
3108,Yeshwanthpur,605.0,1.0,41.745,1
3109,Hormavu,1153.0,2.0,65.0,2
3110,Other,2080.0,2.0,150.0,2
3111,Hulimavu,1255.0,2.0,69.0,2
3112,Marathahalli,1583.0,3.0,109.0,3
3113,Other,1505.0,2.0,90.0,2
3114,Kathriguppe,1365.0,2.0,75.08,3
3115,Subramanyapura,975.0,2.0,63.0,2
3116,Other,1250.0,2.0,39.0,2
3117,Other,1530.0,2.0,97.0,3
3118,Kereguddadahalli,1300.0,2.0,39.0,3
3119,Channasandra,1115.0,2.0,40.0,2
3120,Sarjapur  Road,1308.0,2.0,83.0,2
3121,Parappana Agrahara,1194.0,2.0,47.0,2
3122,Uttarahalli,1490.0,2.0,59.6,3
3123,Bannerghatta Road,10000.0,4.0,450.0,4
3124,Sarjapur  Road,1592.0,3.0,91.0,3
3125,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
3126,Chandapura,1200.0,1.0,36.0,2
3127,Thanisandra,1698.0,3.0,102.0,3
3128,Other,1500.0,3.0,70.0,3
3129,Electronic City,1152.0,2.0,65.75,2
3130,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
3131,Pattandur Agrahara,900.0,2.0,42.0,2
3132,Other,1410.0,2.0,45.12,3
3133,Akshaya Nagar,1419.0,2.0,73.0,3
3134,Amruthahalli,1200.0,2.0,55.0,2
3135,AECS Layout,1800.0,3.0,65.0,3
3136,Gottigere,990.0,2.0,40.0,2
3137,Sarjapur  Road,1016.0,2.0,45.0,2
3138,Bannerghatta Road,1100.0,2.0,39.0,2
3139,Whitefield,1095.0,2.0,35.0,2
3140,Other,2000.0,3.0,85.0,3
3141,Budigere,1444.0,2.0,70.0,2
3142,Whitefield,1415.0,2.0,67.0,2
3143,Other,1600.0,3.0,72.0,3
3144,Whitefield,1105.0,2.0,41.36,2
3145,Electronic City,1225.0,3.0,45.03,3
3146,Kanakpura Road,1080.0,2.0,37.8,2
3147,Talaghattapura,1856.0,3.0,135.0,3
3148,Haralur Road,1464.0,3.0,56.0,3
3149,Other,2100.0,6.0,71.0,6
3150,Sarjapur  Road,1150.0,2.0,77.0,2
3151,Whitefield,2094.0,2.0,113.19,3
3152,5th Phase JP Nagar,1485.0,2.0,67.0,3
3153,Other,2500.0,3.0,75.0,3
3154,Whitefield,1200.0,2.0,45.0,2
3155,Hennur Road,1036.0,2.0,59.46,2
3156,Other,1400.0,2.0,80.0,2
3157,Bommanahalli,1110.0,2.0,33.0,2
3158,Kodichikkanahalli,1150.0,2.0,48.0,2
3159,Kenchenahalli,715.0,1.0,45.0,1
3160,Jakkur,2283.0,4.0,130.0,4
3161,Hormavu,1453.0,2.0,43.58,3
3162,Nagarbhavi,1400.0,2.0,85.0,3
3163,Padmanabhanagar,1400.0,3.0,65.0,3
3164,Kanakpura Road,1591.0,3.0,120.0,3
3165,Nagarbhavi,1515.0,2.0,79.0,3
3166,Yeshwanthpur,1382.0,2.0,76.18,3
3167,Other,1100.0,2.0,38.0,2
3168,Yelahanka,1391.0,2.0,64.5,3
3169,Begur Road,1160.0,2.0,42.92,2
3170,Chandapura,620.0,1.0,27.0,1
3171,Kanakpura Road,1482.0,3.0,60.98,3
3172,Whitefield,1405.0,2.0,84.5,2
3173,Gunjur,1190.0,2.0,40.0,2
3174,Harlur,1174.0,2.0,78.0,2
3175,Seegehalli,1155.0,2.0,72.0,2
3176,Thanisandra,1411.0,3.0,93.04,3
3177,Other,745.0,2.0,50.0,2
3178,Kereguddadahalli,1000.0,2.0,30.0,2
3179,Jigani,923.0,2.0,50.0,2
3180,Yeshwanthpur,1000.0,2.0,32.0,2
3181,Battarahalli,1276.0,2.0,45.0,2
3182,Other,1460.0,3.0,70.0,3
3183,Other,1355.0,2.0,95.0,2
3184,Other,833.0,1.0,49.0,1
3185,Ramamurthy Nagar,1200.0,2.0,48.0,2
3186,Yeshwanthpur,669.0,1.0,36.85,1
3187,Koramangala,1594.0,3.0,125.0,3
3188,Kothanur,1790.0,3.0,105.0,3
3189,NGR Layout,1020.0,2.0,45.0,2
3190,Other,1037.0,2.0,36.28,2
3191,Whitefield,1345.0,2.0,57.0,3
3192,Kodichikkanahalli,1070.0,2.0,43.0,2
3193,Yeshwanthpur,1385.0,2.0,76.18,3
3194,Kanakpura Road,1207.0,2.0,79.9,2
3195,Varthur,1140.0,2.0,55.5,2
3196,Other,1220.0,2.0,68.0,2
3197,Sarjapur  Road,1965.0,3.0,120.0,3
3198,Koramangala,1760.0,2.0,115.0,3
3199,Haralur Road,1225.0,2.0,70.0,2
3200,Marathahalli,1075.0,2.0,52.43,2
3201,Panathur,1000.0,2.0,68.0,2
3202,Hennur Road,1891.0,3.0,109.0,3
3203,Yelahanka,1322.0,2.0,86.0,2
3204,Bellandur,3600.0,4.0,260.0,4
3205,AECS Layout,1045.0,2.0,36.58,2
3206,Other,1545.0,3.0,85.0,3
3207,Thanisandra,1996.0,3.0,135.0,3
3208,Brookefield,1125.0,2.0,70.0,2
3209,Mysore Road,1560.0,3.0,115.0,3
3210,BEML Layout,2000.0,2.0,85.0,3
3211,Other,780.0,2.0,35.0,2
3212,Other,1350.0,2.0,41.0,2
3213,Haralur Road,1464.0,3.0,56.0,3
3214,Kanakpura Road,1570.0,3.0,64.5,3
3215,Dasanapura,708.0,1.0,28.32,1
3216,Hoodi,1400.0,2.0,82.0,2
3217,Bellandur,1310.0,2.0,72.0,2
3218,BTM Layout,3300.0,6.0,165.0,6
3219,Electronics City Phase 1,1175.0,2.0,57.0,2
3220,Chikkalasandra,1428.0,2.0,80.0,3
3221,Haralur Road,1194.0,2.0,46.0,2
3222,8th Phase JP Nagar,1080.0,2.0,35.0,2
3223,Other,1200.0,2.0,68.0,3
3224,Whitefield,1200.0,2.0,45.0,2
3225,Badavala Nagar,1842.0,3.0,115.0,3
3226,Sector 2 HSR Layout,1146.0,2.0,55.0,2
3227,Rachenahalli,440.0,1.0,28.0,1
3228,Sahakara Nagar,1048.0,2.0,50.0,2
3229,Thanisandra,1801.0,3.0,115.0,3
3230,Hennur Road,1232.0,2.0,69.61,2
3231,Whitefield,1150.0,2.0,90.0,2
3232,Talaghattapura,1868.0,3.0,120.0,3
3233,Begur,1445.0,2.0,47.1,3
3234,Harlur,1730.0,3.0,100.0,3
3235,Somasundara Palya,1185.0,2.0,70.0,2
3236,Whitefield,2400.0,4.0,147.0,4
3237,Kaval Byrasandra,1185.0,2.0,49.0,2
3238,Other,1150.0,2.0,49.0,2
3239,Pai Layout,1075.0,2.0,35.0,2
3240,Hebbal,1760.0,3.0,123.0,3
3241,Banashankari,1600.0,2.0,63.98,2
3242,Haralur Road,1000.0,2.0,78.0,2
3243,7th Phase JP Nagar,1215.0,2.0,90.0,2
3244,EPIP Zone,1734.0,3.0,125.0,3
3245,Akshaya Nagar,1280.0,2.0,60.0,2
3246,Rachenahalli,1113.0,2.0,55.0,2
3247,Horamavu Banaswadi,1272.0,2.0,48.0,2
3248,Kereguddadahalli,1240.0,3.0,41.0,3
3249,Yelahanka,1100.0,2.0,70.0,2
3250,Ambalipura,896.0,2.0,30.13,2
3251,Ramagondanahalli,2800.0,4.0,155.0,4
3252,Hebbal,2790.0,4.0,198.0,4
3253,Ambalipura,3500.0,3.0,198.0,3
3254,Ramamurthy Nagar,3600.0,3.0,150.0,3
3255,Other,1096.0,2.0,48.0,2
3256,Other,1094.0,2.0,44.0,2
3257,Other,1100.0,2.0,49.0,2
3258,Nagarbhavi,1145.0,2.0,40.0,2
3259,Rachenahalli,1550.0,3.0,74.5,3
3260,Hoodi,1746.0,3.0,84.95,3
3261,Kengeri,918.0,2.0,27.54,2
3262,Banashankari Stage III,1305.0,2.0,60.0,3
3263,Thigalarapalya,1207.0,2.0,62.0,2
3264,Thanisandra,1678.0,3.0,125.0,3
3265,Kaggalipura,950.0,2.0,50.0,2
3266,Electronic City,1070.0,2.0,55.0,2
3267,Ardendale,1732.46,3.0,92.0,3
3268,Marathahalli,1360.0,2.0,103.0,2
3269,Sarjapur  Road,985.0,2.0,49.0,2
3270,Dodda Nekkundi,1999.0,3.0,135.0,3
3271,7th Phase JP Nagar,1050.0,2.0,75.0,2
3272,Whitefield,1440.0,2.0,64.0,3
3273,Ramagondanahalli,1253.0,2.0,52.66,2
3274,Other,1200.0,3.0,85.0,3
3275,Padmanabhanagar,1360.0,2.0,75.0,3
3276,Other,1086.0,2.0,47.5,2
3277,Sarjapur  Road,1418.0,2.0,78.0,2
3278,Kalena Agrahara,1270.0,2.0,100.0,2
3279,Begur Road,1410.0,2.0,52.17,3
3280,Other,1150.0,2.0,74.0,2
3281,Other,1440.0,3.0,65.8,3
3282,Other,1200.0,2.0,75.0,2
3283,Begur Road,1410.0,2.0,50.06,3
3284,Whitefield,624.0,1.0,35.0,1
3285,Electronic City,1060.0,2.0,58.0,2
3286,Whitefield,1200.0,2.0,45.0,2
3287,Sarjapur,1917.0,3.0,60.0,4
3288,KR Puram,950.0,2.0,40.0,2
3289,BTM 2nd Stage,1250.0,3.0,50.0,3
3290,Vishwapriya Layout,1235.0,2.0,60.0,2
3291,Budigere,722.0,1.0,46.0,1
3292,Kanakpura Road,2775.0,3.0,165.0,4
3293,Sarjapur  Road,1200.0,2.0,93.0,2
3294,Bannerghatta Road,1400.0,3.0,68.0,3
3295,Other,1225.0,3.0,60.0,3
3296,Marathahalli,1220.0,2.0,58.5,2
3297,Nagavarapalya,705.0,1.0,52.5,1
3298,Battarahalli,1880.0,3.0,94.36,3
3299,Yelahanka,1200.0,2.0,70.0,2
3300,Other,1550.0,2.0,60.0,3
3301,Lingadheeranahalli,1893.0,3.0,130.0,3
3302,Other,1650.0,3.0,75.0,3
3303,Other,1113.0,2.0,46.0,2
3304,Sarjapur  Road,1586.0,3.0,70.0,3
3305,Seegehalli,4000.0,3.0,235.0,3
3306,Yelahanka New Town,1541.0,3.0,80.0,3
3307,Haralur Road,1830.0,3.0,101.0,3
3308,Kodigehalli,1200.0,2.0,48.0,2
3309,Other,1800.0,2.0,72.0,3
3310,Bommasandra,1015.0,2.0,40.0,2
3311,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2
3312,Hoodi,706.0,1.0,48.24,1
3313,Other,1350.0,4.0,85.0,4
3314,Kanakpura Road,1900.0,3.0,99.0,3
3315,Bisuvanahalli,1075.0,2.0,42.0,3
3316,Kanakpura Road,1290.0,2.0,80.0,2
3317,Akshaya Nagar,1200.0,2.0,50.0,2
3318,Hormavu,1150.0,2.0,53.11,2
3319,Uttarahalli,1360.0,2.0,61.2,3
3320,Other,935.0,2.0,32.73,2
3321,Sarjapur  Road,1260.0,2.0,53.0,2
3322,Marathahalli,950.0,2.0,45.68,2
3323,Other,2500.0,5.0,120.0,5
3324,Sarjapur  Road,1115.0,2.0,60.0,2
3325,Koramangala,1900.0,3.0,150.0,3
3326,Whitefield,1109.0,2.0,41.49,2
3327,9th Phase JP Nagar,1005.0,2.0,43.0,2
3328,Kengeri,416.0,1.0,19.5,1
3329,1st Phase JP Nagar,1394.0,2.0,100.0,2
3330,Harlur,2138.0,3.0,110.0,3
3331,Nagavarapalya,1300.0,3.0,80.0,3
3332,Thanisandra,1265.0,2.0,82.0,2
3333,Other,1140.0,2.0,52.0,2
3334,Other,1050.0,2.0,40.0,2
3335,Thanisandra,1100.0,2.0,48.0,2
3336,Varthur,1012.0,2.0,59.0,2
3337,Varthur,1600.0,4.0,112.0,4
3338,Yelahanka,1326.0,2.0,57.0,2
3339,Hebbal Kempapura,1654.0,2.0,85.0,3
3340,Chikkalasandra,1070.0,2.0,42.8,2
3341,Whitefield,1700.0,3.0,95.0,3
3342,Kogilu,1140.0,2.0,50.66,2
3343,Talaghattapura,2254.0,3.0,170.0,3
3344,Kanakapura,945.0,2.0,47.0,2
3345,Marathahalli,615.0,1.0,44.0,1
3346,Ramamurthy Nagar,1110.0,2.0,65.0,2
3347,Electronic City,1025.0,2.0,54.1,2
3348,Other,1758.0,3.0,95.0,3
3349,Kaikondrahalli,1342.0,3.0,92.0,3
3350,Kalyan nagar,1800.0,3.0,85.0,3
3351,Whitefield,2928.0,4.0,198.0,4
3352,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2
3353,Kadugodi,1645.0,2.0,82.0,3
3354,Ramamurthy Nagar,1410.0,2.0,56.4,3
3355,Harlur,1200.0,2.0,52.0,2
3356,8th Phase JP Nagar,1275.0,2.0,41.5,3
3357,Other,909.0,2.0,40.0,3
3358,Kalyan nagar,1080.0,2.0,73.0,2
3359,Akshaya Nagar,1092.0,2.0,60.0,2
3360,KR Puram,1156.0,2.0,72.0,2
3361,Bellandur,924.0,2.0,35.11,2
3362,Thubarahalli,1330.0,2.0,75.0,2
3363,Other,1800.0,3.0,140.0,3
3364,Margondanahalli,1360.0,2.0,45.0,4
3365,Bellandur,1785.0,3.0,118.0,3
3366,Hebbal,1645.0,3.0,120.0,3
3367,Gottigere,1235.0,2.0,63.0,2
3368,Anandapura,900.0,2.0,48.0,2
3369,Thanisandra,662.0,1.0,42.0,1
3370,Whitefield,1215.0,2.0,62.0,2
3371,Bisuvanahalli,845.0,2.0,37.0,2
3372,Sarjapur  Road,1525.0,2.0,87.0,3
3373,Other,1000.0,2.0,48.0,2
3374,Hebbal,1255.0,2.0,90.0,3
3375,Mysore Road,1560.0,3.0,120.0,3
3376,Kasavanhalli,2100.0,3.0,110.0,3
3377,Kodichikkanahalli,1620.0,2.0,85.0,3
3378,Marathahalli,1595.0,3.0,90.0,3
3379,Other,1095.0,2.0,38.52,2
3380,9th Phase JP Nagar,835.0,2.0,37.0,2
3381,Hennur Road,2182.0,3.0,72.04,3
3382,Thigalarapalya,1418.0,2.0,106.0,2
3383,BTM 2nd Stage,1070.0,2.0,48.0,2
3384,Electronics City Phase 1,755.0,1.0,42.41,1
3385,Hebbal,1645.0,3.0,117.0,3
3386,Sarjapur,2400.0,3.0,190.0,3
3387,Electronics City Phase 1,919.0,2.0,28.0,2
3388,Bannerghatta Road,1725.0,3.0,110.0,3
3389,Sarjapur  Road,1346.0,2.0,71.32,2
3390,Electronic City Phase II,1070.0,2.0,45.0,2
3391,Neeladri Nagar,640.0,1.0,20.5,1
3392,Chikkalasandra,1310.0,2.0,52.4,3
3393,Kanakapura,1190.0,2.0,39.0,2
3394,Other,1645.0,3.0,87.5,3
3395,Marathahalli,1350.0,2.0,89.0,2
3396,Vittasandra,1404.0,2.0,68.8,2
3397,Electronic City,1105.0,2.0,35.0,3
3398,Kanakpura Road,900.0,2.0,41.0,2
3399,Dodda Nekkundi,1100.0,2.0,41.15,2
3400,Thanisandra,2100.0,4.0,95.0,4
3401,Thanisandra,1948.0,3.0,130.0,3
3402,Singasandra,1464.0,3.0,56.0,3
3403,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
3404,Yelahanka,4000.0,5.0,220.0,5
3405,Other,1252.0,2.0,55.0,2
3406,Other,2600.0,3.0,140.0,3
3407,7th Phase JP Nagar,1300.0,3.0,89.13,3
3408,7th Phase JP Nagar,1130.0,2.0,73.0,2
3409,Thanisandra,1690.0,3.0,125.0,3
3410,Other,950.0,2.0,60.0,2
3411,Marathahalli,1020.0,2.0,57.0,2
3412,Other,2107.0,4.0,95.0,4
3413,Marathahalli,1735.0,3.0,72.0,3
3414,Sarjapur  Road,915.0,2.0,37.0,2
3415,Other,1450.0,3.0,68.0,3
3416,Other,2431.0,3.0,100.0,3
3417,Hennur Road,1804.0,3.0,102.0,3
3418,Uttarahalli,1280.0,2.0,75.0,2
3419,Hebbal,1255.0,3.0,77.68,3
3420,Hoodi,1257.0,2.0,69.0,2
3421,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
3422,Hulimavu,1255.0,2.0,66.0,2
3423,Ananth Nagar,870.0,2.0,36.0,2
3424,Tumkur Road,1789.0,3.0,98.0,3
3425,Other,1155.0,2.0,56.0,2
3426,R.T. Nagar,1235.0,2.0,65.0,2
3427,Yelahanka,2675.0,4.0,140.0,4
3428,CV Raman Nagar,1025.0,2.0,50.0,2
3429,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3
3430,Rachenahalli,1530.0,2.0,74.4,3
3431,Dodda Nekkundi,1252.0,2.0,71.0,3
3432,Ardendale,2062.0,3.0,150.0,4
3433,Choodasandra,1220.0,3.0,56.0,3
3434,Jigani,1408.0,2.0,55.0,3
